input_7_i,input_6_i,input_5_i,input_4_i,input_3_i,input_2_i,input_1_i,input_0_i,msd_size_2_o,msd_size_1_o,msd_size_0_o,
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,1,0,1,1,0,1
0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,1,1,1,0,0,1
0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,1,0,1,0,0,0,1
0,0,0,0,1,0,1,1,0,0,1
0,0,0,0,1,1,0,0,0,1,0
0,0,0,0,1,1,0,1,1,0,1
0,0,0,0,1,1,1,0,0,0,1
0,0,0,0,1,1,1,1,0,0,1
0,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,0,0,1
0,0,0,1,0,0,1,0,0,0,1
0,0,0,1,0,0,1,1,0,0,1
0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,0,1,0,1,1,0,1
0,0,0,1,0,1,1,0,0,0,1
0,0,0,1,0,1,1,1,0,0,1
0,0,0,1,1,0,0,0,0,0,1
0,0,0,1,1,0,0,1,0,0,1
0,0,0,1,1,0,1,0,0,0,1
0,0,0,1,1,0,1,1,0,0,1
0,0,0,1,1,1,0,0,0,1,0
0,0,0,1,1,1,0,1,1,0,1
0,0,0,1,1,1,1,0,0,0,1
0,0,0,1,1,1,1,1,0,0,1
0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,0,0,1,0,0,0,1
0,0,1,0,0,0,1,1,0,0,1
0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,0,1,0,1,1,0,1
0,0,1,0,0,1,1,0,0,0,1
0,0,1,0,0,1,1,1,0,0,1
0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,1,0,0,1,0,0,1
0,0,1,0,1,0,1,0,0,0,1
0,0,1,0,1,0,1,1,0,0,1
0,0,1,0,1,1,0,0,0,1,0
0,0,1,0,1,1,0,1,1,0,1
0,0,1,0,1,1,1,0,0,0,1
0,0,1,0,1,1,1,1,0,0,1
0,0,1,1,0,0,0,0,0,0,1
0,0,1,1,0,0,0,1,0,0,1
0,0,1,1,0,0,1,0,0,0,1
0,0,1,1,0,0,1,1,0,0,1
0,0,1,1,0,1,0,0,0,1,0
0,0,1,1,0,1,0,1,1,0,1
0,0,1,1,0,1,1,0,0,0,1
0,0,1,1,0,1,1,1,0,0,1
0,0,1,1,1,0,0,0,0,0,1
0,0,1,1,1,0,0,1,0,0,1
0,0,1,1,1,0,1,0,0,0,1
0,0,1,1,1,0,1,1,0,0,1
0,0,1,1,1,1,0,0,0,1,0
0,0,1,1,1,1,0,1,1,0,1
0,0,1,1,1,1,1,0,0,0,1
0,0,1,1,1,1,1,1,0,0,1
0,1,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,1,0,1,0
0,1,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,1,1,0,1,0
0,1,0,0,0,1,0,0,0,1,1
0,1,0,0,0,1,0,1,0,1,0
0,1,0,0,0,1,1,0,0,1,0
0,1,0,0,0,1,1,1,0,1,0
0,1,0,0,1,0,0,0,0,1,0
0,1,0,0,1,0,0,1,0,1,0
0,1,0,0,1,0,1,0,0,1,0
0,1,0,0,1,0,1,1,0,1,0
0,1,0,0,1,1,0,0,0,1,1
0,1,0,0,1,1,0,1,0,1,0
0,1,0,0,1,1,1,0,0,1,0
0,1,0,0,1,1,1,1,0,1,0
0,1,0,1,0,0,0,0,0,1,0
0,1,0,1,0,0,0,1,0,1,0
0,1,0,1,0,0,1,0,0,1,0
0,1,0,1,0,0,1,1,0,1,0
0,1,0,1,0,1,0,0,0,1,1
0,1,0,1,0,1,0,1,0,1,0
0,1,0,1,0,1,1,0,0,1,0
0,1,0,1,0,1,1,1,0,1,0
0,1,0,1,1,0,0,0,0,1,0
0,1,0,1,1,0,0,1,0,1,0
0,1,0,1,1,0,1,0,0,1,0
0,1,0,1,1,0,1,1,0,1,0
0,1,0,1,1,1,0,0,0,1,1
0,1,0,1,1,1,0,1,0,1,0
0,1,0,1,1,1,1,0,0,1,0
0,1,0,1,1,1,1,1,0,1,0
0,1,1,0,0,0,0,0,0,1,0
0,1,1,0,0,0,0,1,0,1,0
0,1,1,0,0,0,1,0,0,1,0
0,1,1,0,0,0,1,1,0,1,0
0,1,1,0,0,1,0,0,0,1,1
0,1,1,0,0,1,0,1,0,1,0
0,1,1,0,0,1,1,0,0,1,0
0,1,1,0,0,1,1,1,0,1,0
0,1,1,0,1,0,0,0,0,1,0
0,1,1,0,1,0,0,1,0,1,0
0,1,1,0,1,0,1,0,0,1,0
0,1,1,0,1,0,1,1,0,1,0
0,1,1,0,1,1,0,0,0,1,1
0,1,1,0,1,1,0,1,0,1,0
0,1,1,0,1,1,1,0,0,1,0
0,1,1,0,1,1,1,1,0,1,0
0,1,1,1,0,0,0,0,0,1,0
0,1,1,1,0,0,0,1,0,1,0
0,1,1,1,0,0,1,0,0,1,0
0,1,1,1,0,0,1,1,0,1,0
0,1,1,1,0,1,0,0,0,1,1
0,1,1,1,0,1,0,1,0,1,0
0,1,1,1,0,1,1,0,0,1,0
0,1,1,1,0,1,1,1,0,1,0
0,1,1,1,1,0,0,0,0,1,0
0,1,1,1,1,0,0,1,0,1,0
0,1,1,1,1,0,1,0,0,1,0
0,1,1,1,1,0,1,1,0,1,0
0,1,1,1,1,1,0,0,0,1,1
0,1,1,1,1,1,0,1,0,1,0
0,1,1,1,1,1,1,0,0,1,0
0,1,1,1,1,1,1,1,0,1,0
1,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,1,1,0,1
1,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0,0,1,1,1,0,1
1,0,0,0,0,1,0,0,1,1,0
1,0,0,0,0,1,0,1,1,0,1
1,0,0,0,0,1,1,0,1,0,1
1,0,0,0,0,1,1,1,1,0,1
1,0,0,0,1,0,0,0,1,0,1
1,0,0,0,1,0,0,1,1,0,1
1,0,0,0,1,0,1,0,1,0,1
1,0,0,0,1,0,1,1,1,0,1
1,0,0,0,1,1,0,0,1,1,0
1,0,0,0,1,1,0,1,1,0,1
1,0,0,0,1,1,1,0,1,0,1
1,0,0,0,1,1,1,1,1,0,1
1,0,0,1,0,0,0,0,1,0,1
1,0,0,1,0,0,0,1,1,0,1
1,0,0,1,0,0,1,0,1,0,1
1,0,0,1,0,0,1,1,1,0,1
1,0,0,1,0,1,0,0,1,1,0
1,0,0,1,0,1,0,1,1,0,1
1,0,0,1,0,1,1,0,1,0,1
1,0,0,1,0,1,1,1,1,0,1
1,0,0,1,1,0,0,0,1,0,1
1,0,0,1,1,0,0,1,1,0,1
1,0,0,1,1,0,1,0,1,0,1
1,0,0,1,1,0,1,1,1,0,1
1,0,0,1,1,1,0,0,1,1,0
1,0,0,1,1,1,0,1,1,0,1
1,0,0,1,1,1,1,0,1,0,1
1,0,0,1,1,1,1,1,1,0,1
1,0,1,0,0,0,0,0,1,0,1
1,0,1,0,0,0,0,1,1,0,1
1,0,1,0,0,0,1,0,1,0,1
1,0,1,0,0,0,1,1,1,0,1
1,0,1,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,1,1,0,1
1,0,1,0,0,1,1,0,1,0,1
1,0,1,0,0,1,1,1,1,0,1
1,0,1,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,1,1,0,1
1,0,1,0,1,0,1,0,1,0,1
1,0,1,0,1,0,1,1,1,0,1
1,0,1,0,1,1,0,0,1,1,0
1,0,1,0,1,1,0,1,1,0,1
1,0,1,0,1,1,1,0,1,0,1
1,0,1,0,1,1,1,1,1,0,1
1,0,1,1,0,0,0,0,1,0,1
1,0,1,1,0,0,0,1,1,0,1
1,0,1,1,0,0,1,0,1,0,1
1,0,1,1,0,0,1,1,1,0,1
1,0,1,1,0,1,0,0,1,1,0
1,0,1,1,0,1,0,1,1,0,1
1,0,1,1,0,1,1,0,1,0,1
1,0,1,1,0,1,1,1,1,0,1
1,0,1,1,1,0,0,0,1,0,1
1,0,1,1,1,0,0,1,1,0,1
1,0,1,1,1,0,1,0,1,0,1
1,0,1,1,1,0,1,1,1,0,1
1,0,1,1,1,1,0,0,1,1,0
1,0,1,1,1,1,0,1,1,0,1
1,0,1,1,1,1,1,0,1,0,1
1,0,1,1,1,1,1,1,1,0,1
1,1,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,1,0,1,0,0,1
1,1,0,0,0,1,1,0,0,0,1
1,1,0,0,0,1,1,1,0,0,1
1,1,0,0,1,0,0,0,0,0,1
1,1,0,0,1,0,0,1,0,0,1
1,1,0,0,1,0,1,0,0,0,1
1,1,0,0,1,0,1,1,0,0,1
1,1,0,0,1,1,0,0,0,0,1
1,1,0,0,1,1,0,1,0,0,1
1,1,0,0,1,1,1,0,0,0,1
1,1,0,0,1,1,1,1,0,0,1
1,1,0,1,0,0,0,0,0,0,1
1,1,0,1,0,0,0,1,0,0,1
1,1,0,1,0,0,1,0,0,0,1
1,1,0,1,0,0,1,1,0,0,1
1,1,0,1,0,1,0,0,0,0,1
1,1,0,1,0,1,0,1,0,0,1
1,1,0,1,0,1,1,0,0,0,1
1,1,0,1,0,1,1,1,0,0,1
1,1,0,1,1,0,0,0,0,0,1
1,1,0,1,1,0,0,1,0,0,1
1,1,0,1,1,0,1,0,0,0,1
1,1,0,1,1,0,1,1,0,0,1
1,1,0,1,1,1,0,0,0,0,1
1,1,0,1,1,1,0,1,0,0,1
1,1,0,1,1,1,1,0,0,0,1
1,1,0,1,1,1,1,1,0,0,1
1,1,1,0,0,0,0,0,0,0,1
1,1,1,0,0,0,0,1,0,0,1
1,1,1,0,0,0,1,0,0,0,1
1,1,1,0,0,0,1,1,0,0,1
1,1,1,0,0,1,0,0,0,0,1
1,1,1,0,0,1,0,1,0,0,1
1,1,1,0,0,1,1,0,0,0,1
1,1,1,0,0,1,1,1,0,0,1
1,1,1,0,1,0,0,0,0,0,1
1,1,1,0,1,0,0,1,0,0,1
1,1,1,0,1,0,1,0,0,0,1
1,1,1,0,1,0,1,1,0,0,1
1,1,1,0,1,1,0,0,0,0,1
1,1,1,0,1,1,0,1,0,0,1
1,1,1,0,1,1,1,0,0,0,1
1,1,1,0,1,1,1,1,0,0,1
1,1,1,1,0,0,0,0,0,0,1
1,1,1,1,0,0,0,1,0,0,1
1,1,1,1,0,0,1,0,0,0,1
1,1,1,1,0,0,1,1,0,0,1
1,1,1,1,0,1,0,0,0,0,1
1,1,1,1,0,1,0,1,0,0,1
1,1,1,1,0,1,1,0,0,0,1
1,1,1,1,0,1,1,1,0,0,1
1,1,1,1,1,0,0,0,0,0,1
1,1,1,1,1,0,0,1,0,0,1
1,1,1,1,1,0,1,0,0,0,1
1,1,1,1,1,0,1,1,0,0,1
1,1,1,1,1,1,0,0,0,0,1
1,1,1,1,1,1,0,1,0,0,1
1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,0,0,1
