Input,REP,REP_CMP,HALT,MOVS,XCHG,CMPXCHG,SHIFT_BY_ONE,MODRM_NEEDED,RM_IS_DR,REG_IS_DR,REG_IS_SEGMENT,MODRM_BUT_NO_SR,HARD_CODED_DR,HARD_CODED_DR_ID,,,,,,HARD_CODED_SR,HARD_CODED_SR_ID,,,,,,OP_IN_MODRM,OP_IN_MODRM_SUBSET,,DATA_SIZE,,will_mod_zf,HARDCODED_SEGMENT0,,,,,,HARDCODED_SEGMENT1_V,HARDCODED_SEGMENT1,,,,,,HARDCODED_LD_OP,HARDCODED_ST_OP,LD_OP_CANCEL,ST_OP_CANCEL,HARDCODED_DR_RD,HARDCODED_DR_WR,HARDCODED_SR_RD,HARDCODED_SR_WR,ST_SEL,alu_inputA_sel,,,,alu_inputB_sel,,,,branch_target_sel,,,,OP_TYPE,,,,,,br_uncond,relative_branch,special_br,is_far,is_call,second_flag_needed
0_0101_0101_1  (x0_55_1),0,0,0,0,0,0,0,0,0,0,0,0,1,EBP,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,0,1,0,0,1,0,1,1,1,DR_REGISTER,,,,SR_REGISTER,,,,NO_EXE,,,,PUSH,,,,,,0,0,0,0,0,0
0_0101_0110_0  (x0_56_0),0,0,0,0,0,0,0,0,0,0,0,0,1,ESI,,,,,,1,ESP,,,,,,0,0,,1,0,0,SS,,,,,,0,SS,,,,,,0,1,0,0,1,0,1,1,1,DR_REGISTER,,,,SR_REGISTER,,,,NO_EXE,,,,PUSH,,,,,,0,0,0,0,0,0
0_0101_0110_1  (x0_56_1),0,0,0,0,0,0,0,0,0,0,0,0,1,ESI,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,0,1,0,0,1,0,1,1,1,DR_REGISTER,,,,SR_REGISTER,,,,NO_EXE,,,,PUSH,,,,,,0,0,0,0,0,0
0_0101_0111_0  (x0_57_0),0,0,0,0,0,0,0,0,0,0,0,0,1,EDI,,,,,,1,ESP,,,,,,0,0,,1,0,0,SS,,,,,,0,SS,,,,,,0,1,0,0,1,0,1,1,1,DR_REGISTER,,,,SR_REGISTER,,,,NO_EXE,,,,PUSH,,,,,,0,0,0,0,0,0
0_0101_0111_1  (x0_57_1),0,0,0,0,0,0,0,0,0,0,0,0,1,EDI,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,0,1,0,0,1,0,1,1,1,DR_REGISTER,,,,SR_REGISTER,,,,NO_EXE,,,,PUSH,,,,,,0,0,0,0,0,0
0_0101_1000_0  (x0_58_0),0,0,0,0,0,0,0,0,0,0,0,0,1,EAX,,,,,,1,ESP,,,,,,0,0,,1,0,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1000_1  (x0_58_1),0,0,0,0,0,0,0,0,0,0,0,0,1,EAX,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1001_0  (x0_59_0),0,0,0,0,0,0,0,0,0,0,0,0,1,ECX,,,,,,1,ESP,,,,,,0,0,,1,0,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1001_1  (x0_59_1),0,0,0,0,0,0,0,0,0,0,0,0,1,ECX,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1010_0  (x0_5A_0),0,0,0,0,0,0,0,0,0,0,0,0,1,EDX,,,,,,1,ESP,,,,,,0,0,,1,0,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1010_1  (x0_5A_1),0,0,0,0,0,0,0,0,0,0,0,0,1,EDX,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1011_0  (x0_5B_0),0,0,0,0,0,0,0,0,0,0,0,0,1,EBX,,,,,,1,ESP,,,,,,0,0,,1,0,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1011_1  (x0_5B_1),0,0,0,0,0,0,0,0,0,0,0,0,1,EBX,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1100_0  (x0_5C_0),0,0,0,0,0,0,0,0,0,0,0,0,1,ESP,,,,,,1,ESP,,,,,,0,0,,1,0,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1100_1  (x0_5C_1),0,0,0,0,0,0,0,0,0,0,0,0,1,ESP,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1101_0  (x0_5D_0),0,0,0,0,0,0,0,0,0,0,0,0,1,EBP,,,,,,1,ESP,,,,,,0,0,,1,0,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1101_1  (x0_5D_1),0,0,0,0,0,0,0,0,0,0,0,0,1,EBP,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1110_0  (x0_5E_0),0,0,0,0,0,0,0,0,0,0,0,0,1,ESI,,,,,,1,ESP,,,,,,0,0,,1,0,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1110_1  (x0_5E_1),0,0,0,0,0,0,0,0,0,0,0,0,1,ESI,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1111_0  (x0_5F_0),0,0,0,0,0,0,0,0,0,0,0,0,1,EDI,,,,,,1,ESP,,,,,,0,0,,1,0,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0101_1111_1  (x0_5F_1),0,0,0,0,0,0,0,0,0,0,0,0,1,EDI,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,1,0,0,0,0,1,1,1,0,BUFFER,,,,SR_REGISTER,,,,NO_EXE,,,,POP,,,,,,0,0,0,0,0,0
0_0110_0000_0  (x0_60_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0000_1  (x0_60_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0001_0  (x0_61_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0001_1  (x0_61_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0010_0  (x0_62_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0010_1  (x0_62_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0011_0  (x0_63_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0011_1  (x0_63_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0100_0  (x0_64_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0100_1  (x0_64_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0101_0  (x0_65_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0101_1  (x0_65_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0110_0  (x0_66_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0110_1  (x0_66_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0111_0  (x0_67_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_0111_1  (x0_67_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_1000_0  (x0_68_0),0,0,0,0,0,0,0,0,0,0,0,0,0,NO_REG,,,,,,1,ESP,,,,,,0,0,,1,0,0,SS,,,,,,0,SS,,,,,,0,1,0,0,0,0,1,1,1,IMM64,,,,SR_REGISTER,,,,NO_EXE,,,,PUSH,,,,,,0,0,0,0,0,0
0_0110_1000_1  (x0_68_1),0,0,0,0,0,0,0,0,0,0,0,0,0,NO_REG,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,0,1,0,0,0,0,1,1,1,IMM64,,,,SR_REGISTER,,,,NO_EXE,,,,PUSH,,,,,,0,0,0,0,0,0
0_0110_1001_0  (x0_69_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_1001_1  (x0_69_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_1010_0  (x0_6A_0),0,0,0,0,0,0,0,0,0,0,0,0,0,NO_REG,,,,,,1,ESP,,,,,,0,0,,1,0,0,SS,,,,,,0,SS,,,,,,0,1,0,0,0,0,1,1,1,SEXT8,,,,SR_REGISTER,,,,NO_EXE,,,,PUSH,,,,,,0,0,0,0,0,0
0_0110_1010_1  (x0_6A_1),0,0,0,0,0,0,0,0,0,0,0,0,0,NO_REG,,,,,,1,ESP,,,,,,0,0,,0,1,0,SS,,,,,,0,SS,,,,,,0,1,0,0,0,0,1,1,1,SEXT8,,,,SR_REGISTER,,,,NO_EXE,,,,PUSH,,,,,,0,0,0,0,0,0
0_0110_1011_0  (x0_6B_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_1011_1  (x0_6B_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_1100_0  (x0_6C_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_1100_1  (x0_6C_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_1101_0  (x0_6D_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_1101_1  (x0_6D_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_1110_0  (x0_6E_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_1110_1  (x0_6E_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_1111_0  (x0_6F_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0110_1111_1  (x0_6F_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0000_0  (x0_70_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0000_1  (x0_70_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0001_0  (x0_71_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0001_1  (x0_71_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0010_0  (x0_72_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0010_1  (x0_72_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0011_0  (x0_73_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0011_1  (x0_73_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0100_0  (x0_74_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0100_1  (x0_74_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0101_0  (x0_75_0),0,0,0,0,0,0,0,0,0,0,0,0,0,NO_REG,,,,,,0,NO_REG,,,,,,0,0,,0,0,0,CS,,,,,,0,CS,,,,,,0,0,0,0,0,0,0,0,0,NO_EXE,,,,NO_EXE,,,,ZEXT_IMM8,,,,JMP,,,,,,0,1,0,0,0,0
0_0111_0101_1  (x0_75_1),0,0,0,0,0,0,0,0,0,0,0,0,0,NO_REG,,,,,,0,NO_REG,,,,,,0,0,,0,0,0,CS,,,,,,0,CS,,,,,,0,0,0,0,0,0,0,0,0,NO_EXE,,,,NO_EXE,,,,ZEXT_IMM8,,,,JMP,,,,,,0,1,0,0,0,0
0_0111_0110_0  (x0_76_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0110_1  (x0_76_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_0111_0  (x0_77_0),0,0,0,0,0,0,0,0,0,0,0,0,0,NO_REG,,,,,,0,NO_REG,,,,,,0,0,,0,0,0,CS,,,,,,0,CS,,,,,,0,0,0,0,0,0,0,0,0,NO_EXE,,,,NO_EXE,,,,ZEXT_IMM8,,,,JMP,,,,,,0,1,0,0,0,1
0_0111_0111_1  (x0_77_1),0,0,0,0,0,0,0,0,0,0,0,0,0,NO_REG,,,,,,0,NO_REG,,,,,,0,0,,0,0,0,CS,,,,,,0,CS,,,,,,0,0,0,0,0,0,0,0,0,NO_EXE,,,,NO_EXE,,,,ZEXT_IMM8,,,,JMP,,,,,,0,1,0,0,0,1
0_0111_1000_0  (x0_78_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1000_1  (x0_78_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1001_0  (x0_79_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1001_1  (x0_79_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1010_0  (x0_7A_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1010_1  (x0_7A_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1011_0  (x0_7B_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1011_1  (x0_7B_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1100_0  (x0_7C_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1100_1  (x0_7C_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1101_0  (x0_7D_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1101_1  (x0_7D_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1110_0  (x0_7E_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1110_1  (x0_7E_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1111_0  (x0_7F_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_0111_1111_1  (x0_7F_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_1000_0000_0  (x0_80_0),0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,,,,0,0,,,,,,1,ALU,,0,0,0,DS,,,,,,0,DS,,,,,,0,0,0,0,0,0,0,0,0,DR_REGISTER,,,,IMM64,,,,NO_EXE,,,,ADD,,,,,,0,0,0,0,0,0
0_1000_0000_1  (x0_80_1),0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,,,,0,0,,,,,,1,ALU,,0,0,0,DS,,,,,,0,DS,,,,,,0,0,0,0,0,0,0,0,0,DR_REGISTER,,,,IMM64,,,,NO_EXE,,,,ADD,,,,,,0,0,0,0,0,0
0_1000_0001_0  (x0_81_0),0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,,,,0,0,,,,,,1,ALU,,1,0,0,DS,,,,,,0,DS,,,,,,0,0,0,0,0,0,0,0,0,DR_REGISTER,,,,IMM64,,,,NO_EXE,,,,ADD,,,,,,0,0,0,0,0,0
0_1000_0001_1  (x0_81_1),0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,,,,0,0,,,,,,1,ALU,,0,1,0,DS,,,,,,0,DS,,,,,,0,0,0,0,0,0,0,0,0,DR_REGISTER,,,,IMM64,,,,NO_EXE,,,,ADD,,,,,,0,0,0,0,0,0
0_1000_0010_0  (x0_82_0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
0_1000_0010_1  (x0_82_1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,,,0,0,0,0,0,0
