State_s,ECX_SB_i,ECX_is_zero_i,ZF_SB_i,ZF_is_zero_i,rep_prefix_i,cs_mov_i,cs_cmp_i,stall_i,NState_ns,set_rep_o,clear_rep_o,select_line3_o,select_line2_o,select_line1_o,select_line0_o
CMP4,1,0,1,0,0,0,1,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,0,0,1,0,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,0,0,1,1,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,0,1,0,0,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,0,1,0,1,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,0,1,1,0,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,0,1,1,1,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,1,0,0,0,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,1,0,0,1,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,1,0,1,0,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,1,0,1,1,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,1,1,0,0,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,1,1,0,1,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,1,1,1,0,0,CMP,0,0,0,0,0,0
CMP4,1,0,1,1,1,1,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,0,0,0,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,0,0,0,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,0,0,1,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,0,0,1,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,0,1,0,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,0,1,0,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,0,1,1,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,0,1,1,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,1,0,0,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,1,0,0,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,1,0,1,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,1,0,1,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,1,1,0,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,1,1,0,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,1,1,1,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,0,1,1,1,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,0,0,0,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,0,0,0,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,0,0,1,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,0,0,1,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,0,1,0,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,0,1,0,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,0,1,1,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,0,1,1,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,1,0,0,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,1,0,0,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,1,0,1,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,1,0,1,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,1,1,0,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,1,1,0,1,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,1,1,1,0,0,CMP,0,0,0,0,0,0
CMP4,1,1,1,1,1,1,1,0,CMP,0,0,0,0,0,0
FUCK_ME,0,0,0,0,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,0,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,0,1,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,0,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,0,1,1,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,0,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,0,1,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,0,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,0,1,1,1,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,0,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,0,1,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,0,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,0,1,1,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,0,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,0,1,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,0,1,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,0,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,0,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,0,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,0,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,0,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,0,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,0,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,0,1,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,1,0,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,1,0,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,1,0,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,1,0,1,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,1,1,0,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,1,1,0,1,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,1,1,1,0,FUCK_ME,0,0,0,0,0,0
FUCK_ME,1,1,1,1,1,1,1,1,FUCK_ME,0,0,0,0,0,0
IDLE,0,0,0,0,0,0,0,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,0,0,0,1,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,0,0,1,0,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,0,0,1,1,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,0,1,0,0,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,0,1,0,1,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,0,1,1,0,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,0,1,1,1,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,1,0,0,0,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,1,0,0,1,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,1,0,1,0,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,1,0,1,1,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,1,1,0,0,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,1,1,0,1,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,1,1,1,0,1,IDLE,0,0,0,0,0,0
IDLE,0,0,0,1,1,1,1,1,IDLE,0,0,0,0,0,0
IDLE,0,0,1,0,0,0,0,1,IDLE,0,0,0,0,0,0
IDLE,0,0,1,0,0,0,1,1,IDLE,0,0,0,0,0,0
IDLE,0,0,1,0,0,1,0,1,IDLE,0,0,0,0,0,0
IDLE,0,0,1,0,0,1,1,1,IDLE,0,0,0,0,0,0
IDLE,0,0,1,0,1,0,0,1,IDLE,0,0,0,0,0,0
IDLE,0,0,1,0,1,0,1,1,IDLE,0,0,0,0,0,0
